file,target,C,max_iter,tol,class_weight,n_samples_used,n_rows_dropped,n_features,n_classes,train_acc,test_acc,classes,fit_sec,note
qp_modality_sae_layer22.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32761,6,0.9427083333333334,0.865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.39692735671997,
qp_modality_sae_layer22.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32761,8,0.9214659685863874,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.027618646621704,
qp_modality_sae_layer22.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32761,8,0.9397905759162304,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.7847278118133545,
qp_modality_sae_layer22.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32761,8,0.93717277486911,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.997533798217773,
qp_modality_sae_layer22.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32761,8,0.9554973821989529,0.8020833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.189981937408447,
qp_modality_sae_layer23.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32768,10,0.9834710743801653,0.9607438016528925,can|could|may|might|must|ought to|shall|should|will|would,36.100769996643066,
qp_modality_sae_layer23.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32768,10,0.9832128099173554,0.9607438016528925,can|could|may|might|must|ought to|shall|should|will|would,34.945536613464355,
qp_modality_sae_layer23.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32768,10,0.9839876033057852,0.9648760330578512,can|could|may|might|must|ought to|shall|should|will|would,160.2440276145935,
qp_modality_sae_layer23.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32768,10,0.9839876033057852,0.9648760330578512,can|could|may|might|must|ought to|shall|should|will|would,159.29001927375793,
qp_modality_sae_layer23.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32768,3,0.9457364341085271,0.8762886597938144,deontic|dynamic|epistemic,1.7176744937896729,
qp_modality_sae_layer23.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32768,3,0.9224806201550387,0.845360824742268,deontic|dynamic|epistemic,1.6458888053894043,
qp_modality_sae_layer23.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32768,3,0.958656330749354,0.865979381443299,deontic|dynamic|epistemic,7.407925844192505,
qp_modality_sae_layer23.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32768,3,0.9328165374677002,0.8247422680412371,deontic|dynamic|epistemic,7.234056234359741,
qp_modality_sae_layer23.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32768,6,0.9479166666666666,0.845360824742268,ability|necessity|obligation|possibility|prediction|volition,2.1736512184143066,
qp_modality_sae_layer23.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32768,6,0.9635416666666666,0.8350515463917526,ability|necessity|obligation|possibility|prediction|volition,2.77793288230896,
qp_modality_sae_layer23.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32768,6,0.953125,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.310713291168213,
qp_modality_sae_layer23.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32768,6,0.9635416666666666,0.865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.455345869064331,
qp_modality_sae_layer23.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32768,8,0.9319371727748691,0.8541666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.1326346397399902,
qp_modality_sae_layer23.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32768,8,0.9554973821989529,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.330217123031616,
qp_modality_sae_layer23.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32768,8,0.93717277486911,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.328027486801147,
qp_modality_sae_layer23.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32768,8,0.9685863874345549,0.8333333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.322416305541992,
qp_modality_sae_layer24.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.9589359504132231,0.9194214876033058,can|could|may|might|must|ought to|shall|should|will|would,38.53648495674133,
qp_modality_sae_layer24.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.9589359504132231,0.9194214876033058,can|could|may|might|must|ought to|shall|should|will|would,38.350645303726196,
qp_modality_sae_layer24.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.9721074380165289,0.9442148760330579,can|could|may|might|must|ought to|shall|should|will|would,142.80737924575806,
qp_modality_sae_layer24.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.9721074380165289,0.9442148760330579,can|could|may|might|must|ought to|shall|should|will|would,143.60129189491272,
qp_modality_sae_layer24.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9198966408268734,0.865979381443299,deontic|dynamic|epistemic,1.877669334411621,
qp_modality_sae_layer24.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.8992248062015504,0.8144329896907216,deontic|dynamic|epistemic,1.9853730201721191,
qp_modality_sae_layer24.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.9224806201550387,0.865979381443299,deontic|dynamic|epistemic,6.640093088150024,
qp_modality_sae_layer24.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.917312661498708,0.8247422680412371,deontic|dynamic|epistemic,6.782555818557739,
qp_modality_sae_layer24.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.90625,0.7938144329896907,ability|necessity|obligation|possibility|prediction|volition,2.833644390106201,
qp_modality_sae_layer24.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9348958333333334,0.8041237113402062,ability|necessity|obligation|possibility|prediction|volition,3.1261866092681885,
qp_modality_sae_layer24.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9270833333333334,0.8041237113402062,ability|necessity|obligation|possibility|prediction|volition,10.378430128097534,
qp_modality_sae_layer24.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9557291666666666,0.8144329896907216,ability|necessity|obligation|possibility|prediction|volition,10.484167337417603,
qp_modality_sae_layer24.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.8769633507853403,0.7395833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.067347526550293,
qp_modality_sae_layer24.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.8900523560209425,0.7083333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.420220136642456,
qp_modality_sae_layer24.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9162303664921466,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.158909320831299,
qp_modality_sae_layer24.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.9267015706806283,0.78125,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.056732416152954,
qp_modality_sae_layer3.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,1.0,1.0,can|could|may|might|must|ought to|shall|should|will|would,28.805440425872803,
qp_modality_sae_layer3.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,1.0,1.0,can|could|may|might|must|ought to|shall|should|will|would,27.81614589691162,
qp_modality_sae_layer3.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,1.0,1.0,can|could|may|might|must|ought to|shall|should|will|would,196.2583498954773,
qp_modality_sae_layer3.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,1.0,1.0,can|could|may|might|must|ought to|shall|should|will|would,197.31144738197327,
qp_modality_sae_layer3.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9018087855297158,0.8865979381443299,deontic|dynamic|epistemic,2.2460477352142334,
qp_modality_sae_layer3.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.8940568475452196,0.8865979381443299,deontic|dynamic|epistemic,2.177905321121216,
qp_modality_sae_layer3.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.8992248062015504,0.8969072164948454,deontic|dynamic|epistemic,9.263859510421753,
qp_modality_sae_layer3.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.8888888888888888,0.9072164948453608,deontic|dynamic|epistemic,9.322460651397705,
qp_modality_sae_layer3.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9140625,0.845360824742268,ability|necessity|obligation|possibility|prediction|volition,3.2753305435180664,
qp_modality_sae_layer3.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9348958333333334,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,3.2993903160095215,
qp_modality_sae_layer3.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9270833333333334,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,14.278393983840942,
qp_modality_sae_layer3.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9453125,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,15.27051854133606,
qp_modality_sae_layer3.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.8900523560209425,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.822908401489258,
qp_modality_sae_layer3.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.9240837696335078,0.7708333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.9433305263519287,
qp_modality_sae_layer3.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9031413612565445,0.8333333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,17.221060037612915,
qp_modality_sae_layer3.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.9214659685863874,0.75,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,17.256064891815186,
qp_modality_sae_layer4.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,25.411754369735718,
qp_modality_sae_layer4.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,24.35243821144104,
qp_modality_sae_layer4.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,191.48038983345032,
qp_modality_sae_layer4.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,194.0906023979187,
qp_modality_sae_layer4.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9224806201550387,0.8865979381443299,deontic|dynamic|epistemic,2.096681594848633,
qp_modality_sae_layer4.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.9095607235142119,0.8350515463917526,deontic|dynamic|epistemic,1.99204421043396,
qp_modality_sae_layer4.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.9354005167958657,0.8969072164948454,deontic|dynamic|epistemic,9.172203302383423,
qp_modality_sae_layer4.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.9147286821705426,0.8350515463917526,deontic|dynamic|epistemic,9.293454647064209,
qp_modality_sae_layer4.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9348958333333334,0.8762886597938144,ability|necessity|obligation|possibility|prediction|volition,2.76243257522583,
qp_modality_sae_layer4.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9453125,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,2.994211196899414,
qp_modality_sae_layer4.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9479166666666666,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,14.17748212814331,
qp_modality_sae_layer4.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9479166666666666,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,14.376630783081055,
qp_modality_sae_layer4.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.9136125654450262,0.8125,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.2171597480773926,
qp_modality_sae_layer4.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.93717277486911,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.6235647201538086,
qp_modality_sae_layer4.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9214659685863874,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,17.03585934638977,
qp_modality_sae_layer4.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.9267015706806283,0.8020833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,16.99520230293274,
qp_modality_sae_layer5.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32768,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,34.96351170539856,
qp_modality_sae_layer5.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32768,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,36.64027285575867,
qp_modality_sae_layer5.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32768,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,192.17866134643555,
qp_modality_sae_layer5.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32768,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,192.32025575637817,
qp_modality_sae_layer5.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32768,3,0.917312661498708,0.8865979381443299,deontic|dynamic|epistemic,1.93231201171875,
qp_modality_sae_layer5.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32768,3,0.9069767441860465,0.865979381443299,deontic|dynamic|epistemic,1.7285923957824707,
qp_modality_sae_layer5.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32768,3,0.9224806201550387,0.8762886597938144,deontic|dynamic|epistemic,9.146011352539062,
qp_modality_sae_layer5.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32768,3,0.9198966408268734,0.8865979381443299,deontic|dynamic|epistemic,9.285807371139526,
qp_modality_sae_layer5.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32768,6,0.9375,0.8762886597938144,ability|necessity|obligation|possibility|prediction|volition,3.090883731842041,
qp_modality_sae_layer5.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32768,6,0.9505208333333334,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,2.9821553230285645,
qp_modality_sae_layer5.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32768,6,0.953125,0.9278350515463918,ability|necessity|obligation|possibility|prediction|volition,14.232123136520386,
qp_modality_sae_layer5.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32768,6,0.9505208333333334,0.9278350515463918,ability|necessity|obligation|possibility|prediction|volition,14.175538063049316,
qp_modality_sae_layer5.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32768,8,0.9136125654450262,0.8541666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.561234474182129,
qp_modality_sae_layer5.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32768,8,0.9240837696335078,0.78125,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.516287326812744,
qp_modality_sae_layer5.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32768,8,0.9162303664921466,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,16.613144397735596,
qp_modality_sae_layer5.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32768,8,0.9293193717277487,0.7604166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,16.97256112098694,
qp_modality_sae_layer6.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,32.07998514175415,
qp_modality_sae_layer6.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,32.377036571502686,
qp_modality_sae_layer6.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,181.48203206062317,
qp_modality_sae_layer6.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,182.22113180160522,
qp_modality_sae_layer6.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9043927648578811,0.8865979381443299,deontic|dynamic|epistemic,1.9802324771881104,
qp_modality_sae_layer6.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.8940568475452196,0.8556701030927835,deontic|dynamic|epistemic,1.9164164066314697,
qp_modality_sae_layer6.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.917312661498708,0.8865979381443299,deontic|dynamic|epistemic,8.887445211410522,
qp_modality_sae_layer6.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.896640826873385,0.865979381443299,deontic|dynamic|epistemic,8.66354751586914,
qp_modality_sae_layer6.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9479166666666666,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,2.4792306423187256,
qp_modality_sae_layer6.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9557291666666666,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,2.5664844512939453,
qp_modality_sae_layer6.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9557291666666666,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,13.447316408157349,
qp_modality_sae_layer6.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9557291666666666,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,13.510483264923096,
qp_modality_sae_layer6.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.9162303664921466,0.8541666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.097559690475464,
qp_modality_sae_layer6.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.9345549738219895,0.7916666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.181974172592163,
qp_modality_sae_layer6.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9214659685863874,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,16.34801697731018,
qp_modality_sae_layer6.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.93717277486911,0.7916666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,16.374878644943237,
qp_modality_sae_layer7.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.9994834710743802,1.0,can|could|may|might|must|ought to|shall|should|will|would,30.132999420166016,
qp_modality_sae_layer7.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.9994834710743802,1.0,can|could|may|might|must|ought to|shall|should|will|would,28.87266969680786,
qp_modality_sae_layer7.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,172.6235067844391,
qp_modality_sae_layer7.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,172.63030552864075,
qp_modality_sae_layer7.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9018087855297158,0.845360824742268,deontic|dynamic|epistemic,1.880803108215332,
qp_modality_sae_layer7.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.8888888888888888,0.8247422680412371,deontic|dynamic|epistemic,1.7155585289001465,
qp_modality_sae_layer7.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.9147286821705426,0.8556701030927835,deontic|dynamic|epistemic,8.323938846588135,
qp_modality_sae_layer7.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.8940568475452196,0.8144329896907216,deontic|dynamic|epistemic,8.282522916793823,
qp_modality_sae_layer7.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9348958333333334,0.845360824742268,ability|necessity|obligation|possibility|prediction|volition,2.507535219192505,
qp_modality_sae_layer7.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9557291666666666,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,2.408599376678467,
qp_modality_sae_layer7.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9479166666666666,0.865979381443299,ability|necessity|obligation|possibility|prediction|volition,12.947780847549438,
qp_modality_sae_layer7.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9557291666666666,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,13.409440040588379,
qp_modality_sae_layer7.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.9109947643979057,0.8333333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.984593391418457,
qp_modality_sae_layer7.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.918848167539267,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.069810390472412,
qp_modality_sae_layer7.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9162303664921466,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,15.113163948059082,
qp_modality_sae_layer7.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.918848167539267,0.8125,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,16.07427740097046,
qp_modality_sae_layer8.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,29.55905270576477,
qp_modality_sae_layer8.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,29.784730672836304,
qp_modality_sae_layer8.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.9994834710743802,1.0,can|could|may|might|must|ought to|shall|should|will|would,172.51168370246887,
qp_modality_sae_layer8.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.9994834710743802,1.0,can|could|may|might|must|ought to|shall|should|will|would,172.21820187568665,
qp_modality_sae_layer8.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.917312661498708,0.8247422680412371,deontic|dynamic|epistemic,1.8344671726226807,
qp_modality_sae_layer8.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.9069767441860465,0.8247422680412371,deontic|dynamic|epistemic,1.7444970607757568,
qp_modality_sae_layer8.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.9224806201550387,0.8350515463917526,deontic|dynamic|epistemic,8.191751956939697,
qp_modality_sae_layer8.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.9018087855297158,0.8247422680412371,deontic|dynamic|epistemic,8.176700353622437,
qp_modality_sae_layer8.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9609375,0.9381443298969072,ability|necessity|obligation|possibility|prediction|volition,2.470015525817871,
qp_modality_sae_layer8.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9635416666666666,0.9587628865979382,ability|necessity|obligation|possibility|prediction|volition,3.2324485778808594,
qp_modality_sae_layer8.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.96875,0.9484536082474226,ability|necessity|obligation|possibility|prediction|volition,13.297949314117432,
qp_modality_sae_layer8.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9635416666666666,0.9587628865979382,ability|necessity|obligation|possibility|prediction|volition,13.510889530181885,
qp_modality_sae_layer8.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.9267015706806283,0.8854166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.3743748664855957,
