file,target,C,max_iter,tol,class_weight,n_samples_used,n_rows_dropped,n_features,n_classes,train_acc,test_acc,classes,fit_sec,note
qp_modality_sae_layer15.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32768,6,0.9739583333333334,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,2.564537286758423,
qp_modality_sae_layer15.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32768,6,0.9661458333333334,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,11.225976467132568,
qp_modality_sae_layer15.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32768,6,0.9765625,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,11.551426410675049,
qp_modality_sae_layer15.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32768,8,0.93717277486911,0.875,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.7379415035247803,
qp_modality_sae_layer15.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32768,8,0.9607329842931938,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.0144221782684326,
qp_modality_sae_layer15.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32768,8,0.9345549738219895,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.198676109313965,
qp_modality_sae_layer15.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32768,8,0.9581151832460733,0.8333333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.919217348098755,
qp_modality_sae_layer16.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.9971590909090909,0.996900826446281,can|could|may|might|must|ought to|shall|should|will|would,22.356807947158813,
qp_modality_sae_layer16.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.9971590909090909,0.996900826446281,can|could|may|might|must|ought to|shall|should|will|would,22.25386953353882,
qp_modality_sae_layer16.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.9979338842975206,0.9989669421487604,can|could|may|might|must|ought to|shall|should|will|would,138.17216968536377,
qp_modality_sae_layer16.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.9979338842975206,0.9989669421487604,can|could|may|might|must|ought to|shall|should|will|would,138.91212058067322,
qp_modality_sae_layer16.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9457364341085271,0.8762886597938144,deontic|dynamic|epistemic,1.3385906219482422,
qp_modality_sae_layer16.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.9431524547803618,0.8556701030927835,deontic|dynamic|epistemic,1.0286414623260498,
qp_modality_sae_layer16.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.9689922480620154,0.8865979381443299,deontic|dynamic|epistemic,6.9316065311431885,
qp_modality_sae_layer16.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.9483204134366925,0.8556701030927835,deontic|dynamic|epistemic,6.864646673202515,
qp_modality_sae_layer16.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9557291666666666,0.9072164948453608,ability|necessity|obligation|possibility|prediction|volition,1.8228175640106201,
qp_modality_sae_layer16.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9635416666666666,0.9381443298969072,ability|necessity|obligation|possibility|prediction|volition,1.923088550567627,
qp_modality_sae_layer16.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9557291666666666,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,10.536594152450562,
qp_modality_sae_layer16.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9661458333333334,0.9381443298969072,ability|necessity|obligation|possibility|prediction|volition,10.72105598449707,
qp_modality_sae_layer16.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.9397905759162304,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.339481830596924,
qp_modality_sae_layer16.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.9685863874345549,0.90625,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.4748032093048096,
qp_modality_sae_layer16.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9476439790575916,0.8854166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,11.042987585067749,
qp_modality_sae_layer16.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.9659685863874345,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.385796308517456,
qp_modality_sae_layer17.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32768,10,0.9994834710743802,0.9979338842975206,can|could|may|might|must|ought to|shall|should|will|would,26.101259469985962,
qp_modality_sae_layer17.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32768,10,0.9994834710743802,0.9979338842975206,can|could|may|might|must|ought to|shall|should|will|would,26.22824001312256,
qp_modality_sae_layer17.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32768,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,142.02969121932983,
qp_modality_sae_layer17.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32768,10,0.99974173553719,1.0,can|could|may|might|must|ought to|shall|should|will|would,141.54669380187988,
qp_modality_sae_layer17.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32768,3,0.9431524547803618,0.865979381443299,deontic|dynamic|epistemic,1.489008903503418,
qp_modality_sae_layer17.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32768,3,0.9354005167958657,0.8556701030927835,deontic|dynamic|epistemic,1.4612181186676025,
qp_modality_sae_layer17.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32768,3,0.9560723514211886,0.8762886597938144,deontic|dynamic|epistemic,7.179861068725586,
qp_modality_sae_layer17.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32768,3,0.937984496124031,0.8762886597938144,deontic|dynamic|epistemic,7.147235631942749,
qp_modality_sae_layer17.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32768,6,0.953125,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,2.2614588737487793,
qp_modality_sae_layer17.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32768,6,0.9583333333333334,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,2.240734100341797,
qp_modality_sae_layer17.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32768,6,0.9609375,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,10.832914113998413,
qp_modality_sae_layer17.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32768,6,0.9609375,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,10.859160423278809,
qp_modality_sae_layer17.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32768,8,0.9345549738219895,0.8541666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.497854709625244,
qp_modality_sae_layer17.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32768,8,0.9476439790575916,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.365163803100586,
qp_modality_sae_layer17.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32768,8,0.9502617801047121,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.629010915756226,
qp_modality_sae_layer17.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32768,8,0.9607329842931938,0.875,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.526597738265991,
qp_modality_sae_layer18.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.9981921487603306,0.996900826446281,can|could|may|might|must|ought to|shall|should|will|would,27.337268829345703,
qp_modality_sae_layer18.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.9981921487603306,0.996900826446281,can|could|may|might|must|ought to|shall|should|will|would,28.469334363937378,
qp_modality_sae_layer18.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,0.9987086776859504,0.9989669421487604,can|could|may|might|must|ought to|shall|should|will|would,148.38488674163818,
qp_modality_sae_layer18.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,0.9987086776859504,0.9989669421487604,can|could|may|might|must|ought to|shall|should|will|would,147.02423286437988,
qp_modality_sae_layer18.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.9405684754521964,0.8865979381443299,deontic|dynamic|epistemic,1.2494313716888428,
qp_modality_sae_layer18.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.937984496124031,0.8762886597938144,deontic|dynamic|epistemic,1.2197909355163574,
qp_modality_sae_layer18.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.958656330749354,0.8762886597938144,deontic|dynamic|epistemic,7.290448427200317,
qp_modality_sae_layer18.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.9534883720930233,0.865979381443299,deontic|dynamic|epistemic,7.19080114364624,
qp_modality_sae_layer18.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9583333333333334,0.8556701030927835,ability|necessity|obligation|possibility|prediction|volition,1.7381927967071533,
qp_modality_sae_layer18.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9609375,0.9175257731958762,ability|necessity|obligation|possibility|prediction|volition,1.8235199451446533,
qp_modality_sae_layer18.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.953125,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.010087966918945,
qp_modality_sae_layer18.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9557291666666666,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,10.308310747146606,
qp_modality_sae_layer18.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.9397905759162304,0.8958333333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.5799078941345215,
qp_modality_sae_layer18.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.9554973821989529,0.90625,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.5735223293304443,
qp_modality_sae_layer18.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9345549738219895,0.875,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.94669485092163,
qp_modality_sae_layer18.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.9607329842931938,0.875,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.147890090942383,
qp_modality_sae_layer19.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32763,10,0.9981921487603306,0.9948347107438017,can|could|may|might|must|ought to|shall|should|will|would,24.157150745391846,
qp_modality_sae_layer19.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32763,10,0.9981921487603306,0.9948347107438017,can|could|may|might|must|ought to|shall|should|will|would,24.058465480804443,
qp_modality_sae_layer19.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32763,10,0.9981921487603306,0.9979338842975206,can|could|may|might|must|ought to|shall|should|will|would,133.9877371788025,
qp_modality_sae_layer19.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32763,10,0.9981921487603306,0.9979338842975206,can|could|may|might|must|ought to|shall|should|will|would,133.8527750968933,
qp_modality_sae_layer19.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32763,3,0.9638242894056848,0.8865979381443299,deontic|dynamic|epistemic,1.2556231021881104,
qp_modality_sae_layer19.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32763,3,0.9483204134366925,0.8556701030927835,deontic|dynamic|epistemic,1.1938881874084473,
qp_modality_sae_layer19.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32763,3,0.9638242894056848,0.9072164948453608,deontic|dynamic|epistemic,7.179866075515747,
qp_modality_sae_layer19.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32763,3,0.9534883720930233,0.845360824742268,deontic|dynamic|epistemic,6.838715314865112,
qp_modality_sae_layer19.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32763,6,0.96875,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,1.9345006942749023,
qp_modality_sae_layer19.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32763,6,0.9557291666666666,0.8762886597938144,ability|necessity|obligation|possibility|prediction|volition,2.0972886085510254,
qp_modality_sae_layer19.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32763,6,0.9635416666666666,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,10.94149112701416,
qp_modality_sae_layer19.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32763,6,0.9557291666666666,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.184815883636475,
qp_modality_sae_layer19.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32763,8,0.9397905759162304,0.8854166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.3572890758514404,
qp_modality_sae_layer19.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32763,8,0.9581151832460733,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.473320960998535,
qp_modality_sae_layer19.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32763,8,0.9424083769633508,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.515209436416626,
qp_modality_sae_layer19.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32763,8,0.9581151832460733,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.03271484375,
qp_modality_sae_layer2.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32767,10,0.9994834710743802,1.0,can|could|may|might|must|ought to|shall|should|will|would,27.014527797698975,
qp_modality_sae_layer2.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32767,10,0.9994834710743802,1.0,can|could|may|might|must|ought to|shall|should|will|would,26.889885425567627,
qp_modality_sae_layer2.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32767,10,1.0,1.0,can|could|may|might|must|ought to|shall|should|will|would,206.56099796295166,
qp_modality_sae_layer2.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32767,10,1.0,1.0,can|could|may|might|must|ought to|shall|should|will|would,204.1102020740509,
qp_modality_sae_layer2.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32767,3,0.8837209302325582,0.8762886597938144,deontic|dynamic|epistemic,2.2432634830474854,
qp_modality_sae_layer2.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32767,3,0.8863049095607235,0.865979381443299,deontic|dynamic|epistemic,2.1052119731903076,
qp_modality_sae_layer2.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32767,3,0.8863049095607235,0.8865979381443299,deontic|dynamic|epistemic,9.73960280418396,
qp_modality_sae_layer2.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32767,3,0.8837209302325582,0.8556701030927835,deontic|dynamic|epistemic,9.806201457977295,
qp_modality_sae_layer2.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32767,6,0.9114583333333334,0.865979381443299,ability|necessity|obligation|possibility|prediction|volition,3.255303382873535,
qp_modality_sae_layer2.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32767,6,0.9375,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,2.874281644821167,
qp_modality_sae_layer2.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32767,6,0.9166666666666666,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,15.243114233016968,
qp_modality_sae_layer2.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32767,6,0.9453125,0.9278350515463918,ability|necessity|obligation|possibility|prediction|volition,15.502602815628052,
qp_modality_sae_layer2.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32767,8,0.8926701570680629,0.8020833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,4.135190486907959,
qp_modality_sae_layer2.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32767,8,0.9057591623036649,0.7291666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,4.407224893569946,
qp_modality_sae_layer2.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32767,8,0.9083769633507853,0.8020833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,18.651665925979614,
qp_modality_sae_layer2.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32767,8,0.9136125654450262,0.7291666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,18.87344789505005,
qp_modality_sae_layer20.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32766,10,0.9907024793388429,0.9793388429752066,can|could|may|might|must|ought to|shall|should|will|would,25.566975593566895,
qp_modality_sae_layer20.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32766,10,0.9907024793388429,0.9793388429752066,can|could|may|might|must|ought to|shall|should|will|would,26.39224362373352,
qp_modality_sae_layer20.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32766,10,0.9945764462809917,0.9917355371900827,can|could|may|might|must|ought to|shall|should|will|would,156.08284664154053,
qp_modality_sae_layer20.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32766,10,0.9945764462809917,0.9917355371900827,can|could|may|might|must|ought to|shall|should|will|would,156.15621733665466,
qp_modality_sae_layer20.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32761,3,0.937984496124031,0.8865979381443299,deontic|dynamic|epistemic,1.6854393482208252,
qp_modality_sae_layer20.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32761,3,0.9302325581395349,0.865979381443299,deontic|dynamic|epistemic,1.5776450634002686,
qp_modality_sae_layer20.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32761,3,0.9509043927648578,0.8762886597938144,deontic|dynamic|epistemic,7.39402174949646,
qp_modality_sae_layer20.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32761,3,0.9457364341085271,0.8556701030927835,deontic|dynamic|epistemic,7.529727935791016,
qp_modality_sae_layer20.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32761,6,0.9583333333333334,0.865979381443299,ability|necessity|obligation|possibility|prediction|volition,2.4768688678741455,
qp_modality_sae_layer20.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32761,6,0.9505208333333334,0.8762886597938144,ability|necessity|obligation|possibility|prediction|volition,2.4062888622283936,
qp_modality_sae_layer20.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32761,6,0.9635416666666666,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.606521129608154,
qp_modality_sae_layer20.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32761,6,0.9609375,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,11.675575017929077,
qp_modality_sae_layer20.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32761,8,0.9293193717277487,0.8541666666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.1903817653656006,
qp_modality_sae_layer20.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32761,8,0.9424083769633508,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.263721466064453,
qp_modality_sae_layer20.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32761,8,0.93717277486911,0.875,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.618796348571777,
qp_modality_sae_layer20.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32761,8,0.9633507853403142,0.8645833333333334,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,13.798377513885498,
qp_modality_sae_layer21.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32763,10,0.9785640495867769,0.9545454545454546,can|could|may|might|must|ought to|shall|should|will|would,28.101847410202026,
qp_modality_sae_layer21.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32763,10,0.9785640495867769,0.9545454545454546,can|could|may|might|must|ought to|shall|should|will|would,28.13486886024475,
qp_modality_sae_layer21.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32763,10,0.9826962809917356,0.96900826446281,can|could|may|might|must|ought to|shall|should|will|would,156.84360003471375,
qp_modality_sae_layer21.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32763,10,0.9826962809917356,0.96900826446281,can|could|may|might|must|ought to|shall|should|will|would,155.40923929214478,
qp_modality_sae_layer21.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32755,3,0.9483204134366925,0.865979381443299,deontic|dynamic|epistemic,1.8392868041992188,
qp_modality_sae_layer21.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32755,3,0.9354005167958657,0.845360824742268,deontic|dynamic|epistemic,1.743403673171997,
qp_modality_sae_layer21.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32755,3,0.9560723514211886,0.865979381443299,deontic|dynamic|epistemic,7.379887819290161,
qp_modality_sae_layer21.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32755,3,0.9405684754521964,0.845360824742268,deontic|dynamic|epistemic,7.342828273773193,
qp_modality_sae_layer21.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32755,6,0.9583333333333334,0.865979381443299,ability|necessity|obligation|possibility|prediction|volition,2.6187751293182373,
qp_modality_sae_layer21.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32755,6,0.9583333333333334,0.8556701030927835,ability|necessity|obligation|possibility|prediction|volition,2.703181505203247,
qp_modality_sae_layer21.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32755,6,0.9609375,0.8969072164948454,ability|necessity|obligation|possibility|prediction|volition,11.49491810798645,
qp_modality_sae_layer21.parquet,quirk_expected,1.0,2000,0.0001,balanced,481,4359,32755,6,0.9661458333333334,0.8865979381443299,ability|necessity|obligation|possibility|prediction|volition,11.766888618469238,
qp_modality_sae_layer21.parquet,palmer_quirk_pair,1.0,1000,0.001,none,478,4362,32755,8,0.9267015706806283,0.8229166666666666,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,2.6743860244750977,
qp_modality_sae_layer21.parquet,palmer_quirk_pair,1.0,1000,0.001,balanced,478,4362,32755,8,0.9581151832460733,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,3.3940675258636475,
qp_modality_sae_layer21.parquet,palmer_quirk_pair,1.0,2000,0.0001,none,478,4362,32755,8,0.9424083769633508,0.875,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.93119740486145,
qp_modality_sae_layer21.parquet,palmer_quirk_pair,1.0,2000,0.0001,balanced,478,4362,32755,8,0.9685863874345549,0.84375,deontic|obligation|dynamic|ability|dynamic|possibility|dynamic|prediction|dynamic|volition|epistemic|necessity|epistemic|possibility|epistemic|prediction,12.880333423614502,
qp_modality_sae_layer22.parquet,modal_verb,1.0,1000,0.001,none,4840,0,32761,10,0.965650826446281,0.9400826446280992,can|could|may|might|must|ought to|shall|should|will|would,27.722965240478516,
qp_modality_sae_layer22.parquet,modal_verb,1.0,1000,0.001,balanced,4840,0,32761,10,0.965650826446281,0.9400826446280992,can|could|may|might|must|ought to|shall|should|will|would,27.72001075744629,
qp_modality_sae_layer22.parquet,modal_verb,1.0,2000,0.0001,none,4840,0,32761,10,0.9741735537190083,0.9535123966942148,can|could|may|might|must|ought to|shall|should|will|would,160.99724292755127,
qp_modality_sae_layer22.parquet,modal_verb,1.0,2000,0.0001,balanced,4840,0,32761,10,0.9741735537190083,0.9535123966942148,can|could|may|might|must|ought to|shall|should|will|would,160.42689752578735,
qp_modality_sae_layer22.parquet,palmer_expected,1.0,1000,0.001,none,484,4356,32761,3,0.9534883720930233,0.8865979381443299,deontic|dynamic|epistemic,1.5622799396514893,
qp_modality_sae_layer22.parquet,palmer_expected,1.0,1000,0.001,balanced,484,4356,32761,3,0.9224806201550387,0.8556701030927835,deontic|dynamic|epistemic,1.4786663055419922,
qp_modality_sae_layer22.parquet,palmer_expected,1.0,2000,0.0001,none,484,4356,32761,3,0.9534883720930233,0.8865979381443299,deontic|dynamic|epistemic,7.423599720001221,
qp_modality_sae_layer22.parquet,palmer_expected,1.0,2000,0.0001,balanced,484,4356,32761,3,0.9354005167958657,0.8865979381443299,deontic|dynamic|epistemic,7.397907972335815,
qp_modality_sae_layer22.parquet,quirk_expected,1.0,1000,0.001,none,481,4359,32761,6,0.9296875,0.8350515463917526,ability|necessity|obligation|possibility|prediction|volition,2.8655025959014893,
qp_modality_sae_layer22.parquet,quirk_expected,1.0,1000,0.001,balanced,481,4359,32761,6,0.9375,0.845360824742268,ability|necessity|obligation|possibility|prediction|volition,3.0496912002563477,
qp_modality_sae_layer22.parquet,quirk_expected,1.0,2000,0.0001,none,481,4359,32761,6,0.9427083333333334,0.8556701030927835,ability|necessity|obligation|possibility|prediction|volition,11.675593137741089,
